,host,app,app count,Forcepoint ThreatSeeker,sophos,Comodo Valkyrie Verdict,BitDefender,alphaMountain.ai,Webroot,Dr.Web,Websense ThreatSeeker,Alexa,TrendMicro
1017,trk-cdpetl.emdlz.com.cn,{'com.nowcasting.activity'},"1
",,,,,,,,,,
1018,sspapi.coolpush.cn,{'com.nowcasting.activity'},"1
",information technology,,,,,,,,,
1019,app.missevan.com,{'cn.missevan'},"1
",,,,,,,,,,
1020,app.bilibili.com,{'cn.missevan'},"1
",streaming media,entertainment,,entertainment,"Entertainment, Video/Multimedia",,,,,
1021,sentry.missevan.com,{'cn.missevan'},"1
",,,,,,,,,,
1022,rd.cloudmob.com.cn,{'com.huaban.android'},"1
",,,media sharing,,,,,,,
1023,log.shoujiduoduo.com,{'com.shoujiduoduo.ringtone'},"1
",entertainment,general business,media sharing,business,,,,,,
1024,devices.tantanapp.com,{'com.p1.mobile.putong'},"1
",information technology,information technology,,,,,,,,
1025,report.tantanapp.com,{'com.p1.mobile.putong'},"1
",,,,,,,,,,
1026,sc-report.tantanapp.com,{'com.p1.mobile.putong'},"1
",information technology,,media sharing,,,,,,,
1027,bdcore-apr-lb.bda.ndmdhs.com,{'com.sony.songpal'},"1
",information technology,games,media sharing,parked,,,,,,
1028,api.motherplanet.cn,{'com.motherplanet.planet'},"1
",,,,,,,,,,
1029,ads.service.kugou.com,{'com.kugou.android'},"1
",,,,,,,,,,
1030,log.web.kugou.com,{'com.kugou.android'},"1
",entertainment,,,radiomusic,,,,,,
1031,update.pan.baidu.com,{'com.baidu.netdisk'},"1
",search engines and portals,search engines,,searchengines,,,,,,
1032,comapi.reader.qq.com,{'com.qq.reader'},"1
",,,,,,,,,,
1033,rtbapi.douyucdn.cn,{'air.tv.douyu.android'},"1
",content delivery networks,games,,,,,,,,
1034,api.ilikemanga.com,{'com.mandongkeji.comiclover'},"1
",,,,,,,,,,
1035,apm.gotokeep.com,{'com.gotokeep.keep'},"1
",application and software download,general business,,,,,,,,
1036,api.gotokeep.com,{'com.gotokeep.keep'},"1
",application and software download,general business,,,,,,,,
1037,store.gotokeep.com,{'com.gotokeep.keep'},"1
",,,,,,,,application and software download,,
1038,kit.gotokeep.com,{'com.gotokeep.keep'},"1
",application and software download,,,,,,,,,
1039,news.app.autohome.com.cn,{'com.cubic.autohome'},"1
",,,,,,,,,,
1040,mobile.app.autohome.com.cn,{'com.cubic.autohome'},"1
",vehicles,vehicles,media sharing,onlineshop,,,,,,
1041,applogapi.autohome.com.cn,{'com.cubic.autohome'},"1
",,,,,,,,,,
1042,mbank.bosc.cn,{'cn.com.shanghai.ebank'},"1
",financial data and services,health and medicines,media sharing,,,,,,,
1043,completion.amazon.cn,{'cn.amazon.mShop.android'},"1
",information technology,"online shopping, general internet",media sharing,onlineshop,,,,,,
1044,log.kuaiduizuoye.com,{'com.kuaiduizuoye.scan'},"1
",web analytics,,,,,,,,,
1045,www.kuaiduizuoye.com,{'com.kuaiduizuoye.scan'},"1
",,,,,,,,,,
1046,cm.ushareit.com,{'com.lenovo.anyshare'},"1
",parked domain,personal network storage,media sharing,filesharing,,,,,,
1047,cf.ushareit.com,{'com.lenovo.anyshare'},"1
",,,,,,,,,,
1048,y.taihe.com,{'com.taihe.musician'},"1
",entertainment,radio and audio hosting,,misc,,,,,,
1049,api.map.so.com,{'com.huajiao'},"1
",,,,,,,,,,
1050,equip.huajiao.com,{'com.huajiao'},"1
",,,,,,,,,,
1051,ad.huajiao.com,{'com.huajiao'},"1
",entertainment,,,parked,,,,,,
1052,k.y.qq.com,{'com.tencent.blackkey'},"1
",search engines and portals,portal sites,,portals,,Internet Portals,,,,
1053,imgcache.gtimg.cn,{'com.tencent.nijigen'},"1
",business and economy,content delivery,,,,Social Networking,,,,
1054,p.qpic.cn,{'com.tencent.nijigen'},"1
",application and software download,information technology,,computersandsoftware,"Content Servers, Information Technology",,,,,
1055,bodong.vip.qq.com,{'com.tencent.nijigen'},"1
",search engines and portals,,,portals,,,,,,
1056,inews.gtimg.com,{'com.tencent.nijigen'},"1
",content delivery networks,search engines,,parked,Content Servers,,,,,
1057,thirdqq.qlogo.cn,{'com.tencent.nijigen'},"1
",advertisements,online shopping,,marketing,"Business/Economy, Content Servers",,,,,
1058,sunota.hchulian.com.cn,{'com.sun.beizikeji.ota'},"1
",,,,,,,,,,
1059,api1.zongheng.com,{'com.zongheng.reader'},"1
",,,,,,,,,,
1060,passport.zongheng.com,{'com.zongheng.reader'},"1
",business and economy,entertainment,,,,Society,,,,
1061,appapi.shufawu.com,{'com.mingzhihuatong.muochi'},"1
",,,,,,,,,,
1062,cndtmdc.gaeadata.com,{'com.gonlan.iplaymtg'},"1
",information technology,information technology,,,,,,,,
1063,wmt.suning.com,{'com.gonlan.iplaymtg'},"1
",shopping,online shopping,media sharing,travel,,Shopping,,,,
1064,adcore.lenovomm.com,{'com.lenovo.calendar'},"1
",information technology,,,im,,,,,,
1065,api.selfiecity.meitu.com,{'com.meitu.wheecam'},"1
",,,,,,,,,,
1066,beacon.sina.com.cn,{'com.sina.sinaastro'},"1
",news and media,advertisements,media sharing,portals,"Ads/Analytics, Search Engines/Portals",,,,,
1067,nnapi.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,media sharing,,,Entertainment and Arts,,,,
1068,dmzj.hxltad.com,{'com.dmzj.manhua'},"1
",,,,,,,,,,
1069,adsdk.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,media sharing,,,,,,,
1070,nnv3api.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,,,,Entertainment and Arts,,,,
1071,nnv4api.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,media sharing,,,Entertainment and Arts,,,,
1072,v3api.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,,,,,,,,
1073,nnv3comment.dmzj1.com,{'com.dmzj.manhua'},"1
",entertainment,,,,,,,,,
1074,weicolog.api.weibo.cn,{'com.sina.weibolite'},"1
",,,,,,,,,,
1075,tnc.aplusunion.com,{'im.yixin'},"1
",,,,,,,,,,
1076,capi.mwee.cn,{'com.puscene.client'},"1
",,,,,,,,,,
1077,api-tertrace.mwee.cn,{'com.puscene.client'},"1
",,,,,,,,,,
1078,www.xueyazhushou.com,{'comm.cchong.BloodAssistant'},"1
",health,,mobile communications,,,,,,,
1079,satc.dataoke.com,{'com.dataoke.shoppingguide.app581436'},"1
",,,,,,,,,,
1080,k.sogou.com,{'com.sogou.novel'},"1
",reference materials,search engines,,searchengines,,,,,,
1081,reader.sogoucdn.com,{'com.sogou.novel'},"1
",information technology,,,,,,,,,
1082,api.apt.k.sogou.com,{'com.sogou.novel'},"1
",search engines and portals,,,searchengines,,,,,,
1083,apt2k.sogou.com,{'com.sogou.novel'},"1
",,,,searchengines,,,,search engines and portals,,
1084,ting.yuedu.sogou.com,{'com.sogou.novel'},"1
",search engines and portals,reference,unknown,searchengines,,,,,,
1085,gdt2k.sogou.com,{'com.sogou.novel'},"1
",search engines and portals,,,searchengines,,,,,,
1086,api.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1087,live.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1088,cartapi.jumei.com,{'com.jm.android.jumei'},"1
",,,,onlineshop,,,,shopping,,
1089,mob.jumei.com,{'com.jm.android.jumei'},"1
",shopping,,,onlineshop,,,,,,
1090,ucapi.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1091,psapi.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1092,mobile.jumei.com,{'com.jm.android.jumei'},"1
",shopping,,media sharing,onlineshop,,,,,,
1093,show.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1094,mtr.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1095,rapi.jumei.com,{'com.jm.android.jumei'},"1
",shopping,,,onlineshop,,,,,,
1096,gateway-jr.jumei.com,{'com.jm.android.jumei'},"1
",,,,,,,,,,
1097,api-dra.music.hicloud.com,{'com.android.mediacenter'},"1
",personal network storage and backup,,,computersandsoftware,,,,,,
1098,musicorder.hicloud.com,{'com.android.mediacenter'},"1
",personal network storage and backup,,,computersandsoftware,,,,,,
1099,api.passport.sohu.com,{'com.sohu.tv'},"1
",,,,,,,,,,
1100,m.samh.xndm.tech,{'com.comic.isaman'},"1
",,,,,,,,,,
1101,recommend.samh.xndm.tech,{'com.comic.isaman'},"1
",,,,,,,,,,
1102,server.cnmanhua.com,{'com.comic.isaman'},"1
",,,,,,,,,,
1103,server.samh.xndm.tech,{'com.comic.isaman'},"1
",,,,,,,,,,
1104,ei.cnzz.com,{'com.comic.isaman'},"1
",information technology,information technology,media sharing,hosting,,,,,,
1105,server.isamanhua.com,{'com.comic.isaman'},"1
",,,,,,,,,,
1106,analytics.agoda.com,{'com.agoda.mobile.consumer'},"1
",travel,travel,media sharing,,,,,,,
1107,datacloud.tealiumiq.com,{'com.agoda.mobile.consumer'},"1
",information technology,information technology,media sharing,business,,Business and Economy,,,,
1108,api2.kingreader.com,{'com.kingreader.framework.hd'},"1
",business and economy,,media sharing,,,,,,,
1109,mrobot.pchouse.com.cn,{'cn.com.pcgroup.magazine'},"1
",,,,hobbies,,,,business and economy,,
1110,sv.baidu.com,{'com.baidu.haokan'},"1
",,,,,,,,,,
1111,log-serv-v3.haofenshu.com,{'com.yunxiao.haofenshu'},"1
",educational materials,,,misc,,,,,,
1112,touchlife.cootekservice.com,{'com.eyefilter.night'},"1
",business and economy,general business,,,,,,,,
1113,util.moxiu.net,{'com.moxiu.launcher'},"1
",application and software download,,,business,,,,,,
1114,mobile.moxiu.com,{'com.moxiu.launcher'},"1
",application and software download,,,computersandsoftware,,,,,,
1115,e.dianou.com,{'com.moxiu.launcher'},"1
",,,,,,,,,,
1116,app.imoxiu.com,{'com.moxiu.launcher'},"1
",application and software download,,media sharing,,,,,,,
1117,n1.c.imoxiu.com,{'com.moxiu.launcher'},"1
",application and software download,information technology,media sharing,,,,,,,
1118,ssp.tencentmusic.com,{'com.tencent.qqmusic'},"1
",business and economy,,,,,,,,,
1119,stat6.y.qq.com,{'com.tencent.qqmusic'},"1
",search engines and portals,portal sites,media sharing,portals,,,,,,
1120,app.ymatou.com,{'com.ymatou.shop'},"1
",,,,,,,,,,
1121,ymtlog.ymatou.com,{'com.ymatou.shop'},"1
",,,,,,,,,,
1122,news.html5.qq.com,{'com.tencent.mtt'},"1
",search engines and portals,portal sites,media sharing,,,,,,,
1123,api.samsclub.cn,{'cn.samsclub.app'},"1
",,,,,,,,,,
1124,m.sichuanair.com,{'com.bw30.zsch'},"1
",travel,travel,,marketing,,,,,,
1125,appdump.nie.netease.com,{'com.netease.cc'},"1
",,,,,,,,,,
1126,log.cc.netease.com,{'com.netease.cc'},"1
",search engines and portals,information technology,media sharing,news,,Business and Economy,,,,
1127,hfc17-s3store-bucket-212.s3.nie.netease.com,{'com.netease.cc'},"1
",search engines and portals,information technology,,news,,Business and Economy,,,,
1128,gapi.account.meitu.com,{'com.meitu.makeup'},"1
",,,,,,,,,,
1129,api.makeup.meitu.com,{'com.meitu.makeup'},"1
",business and economy,online shopping,media sharing,computersandsoftware,"Business/Economy, Information Technology",,,,,
1130,bot.4paradigm.com,{'com.screeclibinvoke'},"1
",business and economy,general business,unknown,business,,,,,,
1131,apps.ifeimo.com,{'com.screeclibinvoke'},"1
",business and economy,personal network storage,media sharing,business,,,,,,
1132,ad.17sysj.com,{'com.screeclibinvoke'},"1
",games,games,media sharing,,,,,,,
1133,log.mddcloud.com.cn,{'com.tvbc.maiduidui'},"1
",,,,,,,,,,
1134,mobileapi-v6.elong.com,{'com.dp.android.elong'},"1
",,,,,,,,,,
1135,www.ji-cn.com,{'cc.huochaihe.app'},"1
",,,,,,,,,,
1136,soa-matchbox.huochaihe.net,{'cc.huochaihe.app'},"1
",,,,,,,,,,
1137,118.31.213.162,{'cc.huochaihe.app'},"1
",,,,,,,,,,
1138,birdies.huochaihe.com,{'cc.huochaihe.app'},"1
",,,,,,,,uncategorized,,
1139,e.jiliguala.com,{'com.jiliguala.niuwa'},"1
",,,,,,,,,,
1140,jiliguala.com,{'com.jiliguala.niuwa'},"1
",business and economy,,,business,"Business/Economy, Education",Entertainment and Arts,,,,
1141,api.9idudu.com,{'com.tqkj.calculator'},"1
",,,,,,,,,,
1142,ips.lakala.com,{'com.lakala.cardwatch'},"1
",,,,business,,,,,,
1143,api.228.cn,{'com.ylpw.ticketapp'},"1
",,,,,,,,,,
1144,api.mobileanjian.com,{'com.cyjh.mobileanjian'},"1
",information technology,"pua other, spyware and malware",,,"Information Technology, Malicious",,,,,
1145,app.anjian.com,{'com.cyjh.mobileanjian'},"1
",advertisements,general business,media sharing,business,,Computer and Internet Info,known infection source,,,
1146,clog.tanshudata.com,{'com.allhistory.dls.marble'},"1
",,,media sharing,,,,,,,
1147,api.kakajapan.cn,{'com.zhiyong.japanese.word'},"1
",,,,,,,,,,
1148,ws.ribaoapi.com,{'com.sup.android.superb'},"1
",personals and dating,,,,,,,,,
1149,sspapi.shuchuandata.com,{'com.talicai.timiclient'},"1
",,,,,,,,,,
1150,c.guihua.com,{'com.talicai.timiclient'},"1
",parked domain,,,,,,,,,
1151,clientproxy-hb.api.lattebank.com,{'com.shuhekeji'},"1
",,,,,,,,,,
1152,stats.api.lattebank.com,{'com.shuhekeji'},"1
",,,,,,,,,,
1153,t-web-data.fastretailing.cn,{'com.yek.android.uniqlo'},"1
",information technology,,,,,,,,,
1154,wukongservice.etcp.cn,{'com.ETCPOwner.yc'},"1
",,,,,,,,,,
1155,e-parkingservice.etcp.cn,{'com.ETCPOwner.yc'},"1
",,,,,,,,,,
1156,applog.etcp.cn,{'com.ETCPOwner.yc'},"1
",,,,,,,,,,
1157,app.foundertype.com,{'com.founder.typefacescan'},"1
",,,,,,,,,,
1158,api.babytree.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1159,abtesting.babytree.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1160,go.babytree.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1161,m.meitun.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,,,,,,,,
1162,mapiweb.babytree.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1163,tracking.babytree.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1164,g.kexin001.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1165,t.kexin001.com,{'com.babytree.apps.pregnancy'},"1
",society and lifestyles,,media sharing,,,,,,,
1166,www.52shangou.com,{'com.redcat.shandiangou'},"1
",business and economy,,,,,,,,,
1167,cdn.52shangou.com,{'com.redcat.shandiangou'},"1
",business and economy,,,,,,,,,
1168,monbox.52shangou.com,{'com.redcat.shandiangou'},"1
",,,,,,,,,,
1169,page.amap.com,{'com.autonavi.minimap'},"1
",reference materials,reference,media sharing,,,,,,,
1170,api.yh.jianzhimao.com,{'all.parttimeguidesystem'},"1
",job search,,,,,,,,,
1171,appyd.baidu.com,{'com.baidu.yuedu'},"1
",search engines and portals,search engines,,,,,,,,
1172,public.dooland.com,{'com.dooland.mobilefordooland.reader'},"1
",news and media,entertainment,,news,,,,,,
1173,uxinad-adx.adbright.cn,{'com.uxin.usedcar'},"1
",information technology,,,,,,,,,
1174,apis.xin.com,{'com.uxin.usedcar'},"1
",,,,,,,,,,
1175,common-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1176,analytics-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1177,user-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1178,app-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1179,s-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1180,dingyue-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1181,homepage-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1182,article-api.smzdm.com,{'com.smzdm.client.android'},"1
",,,,,,,,,,
1183,s3.zdmimg.com,{'com.smzdm.client.android'},"1
",business and economy,information technology,,misc,,,,,,
1184,snsis.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1185,smrs.suning.com,{'com.pplive.androidphone.sport'},"1
",,,,,,,,,,
1186,ipservice.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,online shopping,unknown,travel,,,,,,
1187,isports.suning.com,{'com.pplive.androidphone.sport'},"1
",,,,,,,,,,
1188,smds.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1189,snsps.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1190,snsfp.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1191,ppgateway.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,online shopping,,travel,,,,,,
1192,sportlive.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,online shopping,unknown,travel,,,,,,
1193,ppsports.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1194,sportdatax.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1195,tysq.suning.com,{'com.pplive.androidphone.sport'},"1
",,,,,,,,,,
1196,spums.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1197,sportchat.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1198,sportenjoy.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1199,data.trendymedia.com.cn,{'com.pplive.androidphone.sport'},"1
",information technology,,media sharing,,,,,,,
1200,t.cr-nielsen.com,{'com.pplive.androidphone.sport'},"1
",information technology,general business,media sharing,business,,,,,,
1201,i.ulmdb.cn,{'com.pplive.androidphone.sport'},"1
",,,,,,,,,,
1202,de.as.pptv.com,{'com.pplive.androidphone.sport'},"1
",internet radio and tv,video hosting,,entertainment,,,,,,
1203,sportmarket.suning.com,{'com.pplive.androidphone.sport'},"1
",shopping,,,travel,,,,,,
1204,gif.lexun99.com,{'com.lexun99.zhiyu'},"1
",,,,,,,,,,
1205,t2.58cdn.com.cn,{'com.wuba'},"1
",,,,,,,,,,
1206,huangyeapi.58.com,{'com.wuba'},"1
",reference materials,auctions and classified ads,,travel,,,,,,
1207,api.wukongtv.com,{'com.wukongtv.wkcast'},"1
",streaming media,,unknown,,,,,,,
1208,tv1.wukongtv.com,{'com.wukongtv.wkcast'},"1
",streaming media,,,,,,,,,
1209,conf.wukongtv.com,{'com.wukongtv.wkcast'},"1
",streaming media,,,,,,,,,
1210,ddkd.wukongtv.com,{'com.wukongtv.wkcast'},"1
",,,,,,,,,,
1211,api.mob.app.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1212,apple.www.letv.com,{'com.letv.android.client'},"1
",,,,,,,,,,
1213,agneshome.www.leyingtt.com,{'com.letv.android.client'},"1
",information technology,content delivery,media sharing,,,,,,,
1214,dynamic.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1215,ad-mob-app.le.com,{'com.letv.android.client'},"1
",,,,,,,,,,
1216,static.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1217,dynamic.live.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1218,cytron.videojj.com,{'com.letv.android.client'},"1
",streaming media,,,,,,,,,
1219,dynamic.recommend.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1220,ug-itv.letv.com,{'com.letv.android.client'},"1
",,,,,,,,,,
1221,dynamic.meizi.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1222,static.meizi.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1223,static.user.app.m.letv.com,{'com.letv.android.client'},"1
",streaming media,video hosting,media sharing,,,,,,,
1224,search.lekan.letv.com,{'com.letv.android.client'},"1
",streaming media,,,entertainment,,,,,,
1225,dc.so.le.com,{'com.letv.android.client'},"1
",social networking,,,parked,,,adult content,,,
1226,analysis.bolo.me,{'me.bolo.android.client'},"1
",,,,,,,,,,
1227,actionstat.kujiale.com,{'com.qunhe.rendershow'},"1
",business and economy,information technology,,,,,,,,
1228,xda.xiaodutv.com,{'com.baidu.video'},"1
",games,video hosting,,,,Streaming Media,,,,
1229,click.xiaodutv.com,{'com.baidu.video'},"1
",games,,media sharing,,,,,,,
1230,appvideo.xiaodutv.com,{'com.baidu.video'},"1
",,,,,,,,,,
1231,app.video.xiaodutv.com,{'com.baidu.video'},"1
",games,games,unknown,marketing,,,,,,
1232,capi.m.womai.com,{'com.womai'},"1
",shopping,,,business,,,,,,
1233,ctapi.m.womai.com,{'com.womai'},"1
",,,,,,,,,,
1234,mip.m.womai.com,{'com.womai'},"1
",shopping,,,business,,,,,,
1235,app.sports.qq.com,{'com.tencent.qqsports'},"1
",search engines and portals,sports,media sharing,portals,,,,,,
1236,rn.sports.qq.com,{'com.tencent.qqsports'},"1
",,,,,,,,,,
1237,mat1.gtimg.com,{'com.tencent.qqsports'},"1
",web images,search engines,information security,parked,Content Servers,,,,,
1238,release-70101.njc.vod.tencent-cloud.com,{'com.tencent.qqsports'},"1
",,,,,,,,,,
1239,app.release.qq.com,{'com.tencent.qqsports'},"1
",,,,,,,,,,
1240,shequ.sports.qq.com,{'com.tencent.qqsports'},"1
",search engines and portals,sports,media sharing,,,,,,,
1241,api.meiyan.com,{'com.meitu.meiyancamera'},"1
",business and economy,,,,,,,,,
1242,openapi.mtlab.meitu.com,{'com.meitu.meiyancamera'},"1
",application and software download,,,computersandsoftware,,,,,,
1243,community.meiyan.com,{'com.meitu.meiyancamera'},"1
",,,,,,,,,,
1244,api.beautymaster.meiyan.com,{'com.meitu.meiyancamera'},"1
",,,media sharing,,,,,,,
1245,api-ipstore.meitu.com,{'com.meitu.meiyancamera'},"1
",,,,,,,,,,
1246,mobile.yougou.com,{'com.yougou'},"1
",shopping,,,business,,,,,,
1247,newapi.meishi.cc,{'com.jesson.meishi'},"1
",business and economy,travel,media sharing,,,,,,,
1248,api.meishi.cc,{'com.jesson.meishi'},"1
",business and economy,,,,,,,,,
1249,applistinterface.mop.com,{'com.mop.activity'},"1
",search engines and portals,,,portals,,,,,,
1250,acs.czb365.com,{'com.czb.chezhubang'},"1
",,,,,,,,,,
1251,legoapi.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1252,richmanmain.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1253,app.58.com,{'com.jxedt'},"1
",reference materials,auctions and classified ads,,travel,,,,,,
1254,richmanrules.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1255,henchman.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1256,gouche.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1257,j1.58cdn.com.cn,{'com.jxedt'},"1
",information technology,content delivery,unknown,,,,,,,
1258,bj.imp.voiceads.cn,{'com.jxedt'},"1
",business and economy,information technology,media sharing,,,,,,,
1259,richmanrank.jxedt.com,{'com.jxedt'},"1
",reference materials,reference,,hobbies,,,,,,
1260,vipapi.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1261,op.jxedt.com,{'com.jxedt'},"1
",,,,hobbies,,,,reference materials,,
1262,businessapi.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1263,sdl.58cdn.com.cn,{'com.jxedt'},"1
",content delivery networks,content delivery,,,,,,,,
1264,kaoshiapi.jxedt.com,{'com.jxedt'},"1
",,,,,,,,,,
1265,a.58cdn.com.cn,{'com.jxedt'},"1
",content delivery networks,content delivery,media sharing,,,,,,,
1266,ijjstat.10jqka.com.cn,{'com.myhexin.recorder'},"1
",financial data and services,stocks and trading,media sharing,marketing,,,,,,
1267,assistant.tv.mi.com,{'com.xiaomi.mitv.phone.tvassistant'},"1
",,,,,,,,,,
1268,stat.funshion.net,{'com.xiaomi.mitv.phone.tvassistant'},"1
",information technology,,media sharing,,Unrated,,,,,
1269,stat.banyunjuhe.com,{'com.xiaomi.mitv.phone.tvassistant'},"1
",business and economy,,media sharing,,,,,,,
1270,vs.banyunjuhe.com,{'com.xiaomi.mitv.phone.tvassistant'},"1
",business and economy,,,,,,,,,
1271,edu.51cto.com,{'com.cto51.student'},"1
",information technology,information technology,media sharing,computersandsoftware,,,,,,
1272,qiniu.kuaikanmanhua.com,{'com.kuaikan.comic'},"1
",business and economy,entertainment,unknown,,,,,,,
1273,a-m-s.adnonstop.com.cn,{'cn.poco.jane'},"1
",,,,,,,,,,
1274,ssp.adnonstop.com.cn,{'cn.poco.jane'},"1
",,,,,,,,,,
1275,api.e.kuaishou.com,{'com.kwai.videoeditor'},"1
",,,,,,,,,,
1276,config.ihuman.com,{'com.ihuman.story'},"1
",,,,,,,,,,
1277,videopay.hicloud.com,{'com.huawei.himovie'},"1
",personal network storage and backup,,,computersandsoftware,,,,,,
1278,videoepg.hicloud.com,{'com.huawei.himovie'},"1
",,,,computersandsoftware,,,,personal network storage and backup,,
1279,videouser.hicloud.com,{'com.huawei.himovie'},"1
",,,,computersandsoftware,,,,personal network storage and backup,,
1280,frontendgw-drcn.himovie.dbankcloud.cn,{'com.huawei.himovie'},"1
",information technology,information technology,,,Unrated,,,,,
1281,comment-drcn.himovie.hicloud.com,{'com.huawei.himovie'},"1
",,,,,,,,,,
1282,104.160.27.198,{'com.nlcleaner'},"1
",,,,,,,,,,
1283,user.iclient.ifeng.com,{'com.ifeng.news2'},"1
",,,,,,,,,,
1284,logs.luojilab.com,{'com.luojilab.player'},"1
",information technology,general business,,,,,,,,
1285,stwifi.51woshow.com,{'com.hd.fly.flashlight'},"1
",,,,,,,,,,
1286,api.hdyitui.net,{'com.hd.fly.flashlight'},"1
",,,,,,,,,,
1287,collector.wa.wrating.com,{'com.lkgood.thepalacemuseumdaily'},"1
",business and economy,,,education,,,,,,
1288,goldsunsh.guosen.com.cn,{'com.guosen.android'},"1
",,,,,,,,,,
1289,goldsundg.guosen.com.cn,{'com.guosen.android'},"1
",,,,,,,,,,
1290,newsapi.people.cn,{'com.peoplesports.activity'},"1
",,,,,,,,,,
1291,rmrbtotal.people.cn,{'com.peoplesports.activity'},"1
",,,,,,,,,,
1292,app.xiahuang.vip,{'com.csj.kaoyanword'},"1
",,,,,,,,,,
1293,tj.kongfz.com,{'com.kongfz.app'},"1
",educational materials,online shopping,media sharing,,,,,,,
1294,special.map.sogou.com,{'com.sogou.map.android.sogounav'},"1
",search engines and portals,reference,,searchengines,,,,,,
1295,hubd.map.sogou.com,{'com.sogou.map.android.sogounav'},"1
",,,,,,,,,,
1296,d.sogoucdn.com,{'com.sogou.map.android.sogounav'},"1
",,,,,,,,,,
1297,lspengine.map.sogou.com,{'com.sogou.map.android.sogounav'},"1
",search engines and portals,reference,media sharing,searchengines,,,,,,
1298,cpus.suning.com,{'com.pplive.androidphone'},"1
",,,,,,,,,,
1299,t.guazi.com,{'com.ganji.android.haoche_c'},"1
",,,,,,,,,,
1300,mapi.guazi.com,{'com.ganji.android.haoche_c'},"1
",,,,,,,,,,
1301,wuxian.guazi.com,{'com.ganji.android.haoche_c'},"1
",blogs and personal sites,vehicles,,,,,,,,
1302,api.guazi.com,{'com.ganji.android.haoche_c'},"1
",,,,,,,,,,
